"","Mound_ID","Shell_ID","Cage_ID","Cage_type","Mound_Num","Site","Sample_dat","Num_spat","Length_1","Length_2","Length_3","Length_4","Length_5","Total_m","meas30","meas25","meas20","percentless30","Num_spat_30","percentless25","Num_spat_25","percentless20","Num_spat_20","Mound_Treat","Deployment","treatbi","treattri","Sample_dat_num","salc","saln","curc","curn","logNum_spat","Obs"
"2941","GibbsShoal20",131401,"13140","Open",20,"Gibbs Shoal","Fall_2010",4,23.6,19.3,29.3,24.3,NA,4,4,3,1,1,4,0.75,3,0.25,1,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,1873
"2942","GibbsShoal20",131402,"13140","Open",20,"Gibbs Shoal","Fall_2010",6,28.6,31.4,28.2,29.3,16.9,5,4,1,1,0.8,4.8,0.2,1,0.2,1.2,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,1874
"2946","GibbsShoal20",NA,"12127","Roof",20,"Gibbs Shoal","Fall_2011",11,41.4,37.8,53.7,48,45.6,5,0,0,0,0,0,0,0,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.484906649788,1875
"2947","GibbsShoal20",964748,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2010",5,28.6,25.9,19.1,19.5,46,5,4,2,2,0.8,4,0.4,2,0.4,2,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,1876
"2948","GibbsShoal20",146099,"14609","Large Mesh",20,"Gibbs Shoal","Fall_2010",4,34.4,26.1,48.5,44.7,NA,4,1,0,0,0.25,1,0,0,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,1877
"2950","GibbsShoal20",146091,"14609","Large Mesh",20,"Gibbs Shoal","Fall_2010",5,35.2,23.7,21.2,21.8,19.8,5,4,4,1,0.8,4,0.8,4,0.2,1,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,1878
"2951","GibbsShoal20",132682,"13268","Roof",20,"Gibbs Shoal","Spring_2011",1,33.9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Late small","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0.693147180559945,1879
"2953","GibbsShoal20",964744,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2011",6,12.8,31.6,38.2,20.6,13.5,5,3,3,2,0.6,3.6,0.6,4,0.4,2.4,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.94591014905531,1880
"2954","GibbsShoal20",120313,"12031","Open",20,"Gibbs Shoal","Fall_2011",6,50.7,59.9,28.6,15,16.1,5,3,2,2,0.6,3.6,0.4,2,0.4,2.4,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.94591014905531,1881
"2956","GibbsShoal20",132684,"13268","Roof",20,"Gibbs Shoal","Spring_2011",2,59.8,52.9,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Late small","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,1882
"2958","GibbsShoal20",964749,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2011",19,32.2,24.7,42.1,51.8,35.4,5,1,1,0,0.2,3.8,0.2,4,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.99573227355399,1883
"2959","GibbsShoal20",964749,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2010",7,24.7,26,9.3,18,27,5,5,3,2,1,7,0.6,4,0.4,2.8,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1884
"2961","GibbsShoal20",964741,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2011",6,14.9,46.3,28.2,17.2,19,5,4,3,3,0.8,4.8,0.6,4,0.6,3.6,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.94591014905531,1885
"2963","GibbsShoal20",131408,"13140","Open",20,"Gibbs Shoal","Fall_2010",8,31,27.4,25.3,33.8,28.1,5,3,0,0,0.6,4.8,0,0,0,0,"Late small","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1886
"2968","GibbsShoal20",964746,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2011",7,44.2,29.7,49.3,43.7,16,5,2,1,1,0.4,2.8,0.2,1,0.2,1.4,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.07944154167984,1887
"2969","GibbsShoal20",964747,"96474","Small Mesh",20,"Gibbs Shoal","Fall_2011",4,39.2,23.9,41.7,34.8,NA,4,1,1,0,0.25,1,0.25,1,0,0,"Late small","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.6094379124341,1888
"2978","GibbsShoal21",145026,"14502","Roof",21,"Gibbs Shoal","Summer_2010",7,9.9,17,23.4,13,24,5,5,5,3,1,7,1,7,0.6,4.2,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,1889
"2979","GibbsShoal21",146615,"14661","Control",21,"Gibbs Shoal","Summer_2010",5,22.4,16.9,19.4,11.5,12,5,5,5,4,1,5,1,5,0.8,4,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.79175946922805,1890
"2982","GibbsShoal21",146613,"14661","Control",21,"Gibbs Shoal","Summer_2010",3,14.2,18.7,17.8,NA,NA,3,3,3,3,1,3,1,3,1,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1891
"2987","GibbsShoal21",146615,"14661","Control",21,"Gibbs Shoal","Fall_2010",7,44.3,45.6,42.3,50.1,18.6,5,1,1,1,0.2,1.4,0.2,1,0.2,1.4,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1892
"2989","GibbsShoal21",146619,"14661","Control",21,"Gibbs Shoal","Summer_2010",5,12.6,22.6,14.4,17,10,5,5,5,4,1,5,1,5,0.8,4,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.79175946922805,1893
"2991","GibbsShoal21",128281,"12828","Open",21,"Gibbs Shoal","Spring_2011",3,58.7,40.3,53.8,NA,NA,3,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1894
"2993","GibbsShoal21",146612,"14661","Control",21,"Gibbs Shoal","Spring_2011",7,12.7,15.8,19.2,37.1,36.4,5,3,3,3,0.6,4.2,0.6,4,0.6,4.2,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,2.07944154167984,1895
"3001","GibbsShoal21",145023,"14502","Roof",21,"Gibbs Shoal","Fall_2011",3,67.4,68.1,27.4,NA,NA,3,1,0,0,0.333333333333333,1,0,0,0,0,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.38629436111989,1896
"3002","GibbsShoal21",146619,"14661","Control",21,"Gibbs Shoal","Spring_2011",4,33.8,52.1,42.1,43.6,NA,4,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.6094379124341,1897
"3003","GibbsShoal21",145027,"14502","Roof",21,"Gibbs Shoal","Summer_2010",4,12.4,15.7,34.6,16.5,NA,4,3,3,3,0.75,3,0.75,3,0.75,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.6094379124341,1898
"3004","GibbsShoal21",145028,"14502","Roof",21,"Gibbs Shoal","Fall_2010",7,48.3,53,25.1,25.1,18.9,5,3,1,1,0.6,4.2,0.2,1,0.2,1.4,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1899
"3005","GibbsShoal21",128282,"12828","Open",21,"Gibbs Shoal","Spring_2011",1,29.2,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0.693147180559945,1900
"3006","GibbsShoal21",146618,"14661","Control",21,"Gibbs Shoal","Summer_2010",3,17.6,14.9,17.9,NA,NA,3,3,3,3,1,3,1,3,1,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1901
"3007","GibbsShoal21",145577,"14557","Small Mesh",21,"Gibbs Shoal","Fall_2010",3,33.6,37,14.3,NA,NA,3,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.38629436111989,1902
"3008","GibbsShoal21",145571,"14557","Small Mesh",21,"Gibbs Shoal","Spring_2011",3,45.1,54.8,4.1,NA,NA,3,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1903
"3010","GibbsShoal21",145572,"14557","Small Mesh",21,"Gibbs Shoal","Spring_2011",6,63.2,50,59.5,54.8,74.6,5,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.94591014905531,1904
"3012","GibbsShoal21",146611,"14661","Control",21,"Gibbs Shoal","Fall_2010",5,22.8,21.3,37.5,35.6,22.2,5,3,3,0,0.6,3,0.6,3,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,1905
"3013","GibbsShoal21",128281,"12828","Open",21,"Gibbs Shoal","Summer_2010",3,21.6,19.2,22.2,NA,NA,3,3,3,1,1,3,1,3,0.333333333333333,1,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1906
"3014","GibbsShoal21",128282,"12828","Open",21,"Gibbs Shoal","Summer_2010",1,22.2,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,0,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0.693147180559945,1907
"3015","GibbsShoal21",146614,"14661","Control",21,"Gibbs Shoal","Spring_2011",3,50.5,35.2,44.1,NA,NA,3,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1908
"3016","GibbsShoal21",146615,"14661","Control",21,"Gibbs Shoal","Spring_2011",5,62.6,58.3,23.5,25.4,26.3,5,3,1,0,0.6,3,0.2,1,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1909
"3017","GibbsShoal21",146618,"14661","Control",21,"Gibbs Shoal","Spring_2011",3,54.1,17.6,27.5,NA,NA,3,2,1,1,0.666666666666667,2,0.333333333333333,1,0.333333333333333,1,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1910
"3018","GibbsShoal21",145571,"14557","Small Mesh",21,"Gibbs Shoal","Fall_2010",6,49.2,45.8,23.3,18.6,24.7,5,3,3,1,0.6,3.6,0.6,4,0.2,1.2,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,1911
"3019","GibbsShoal21",146611,"14661","Control",21,"Gibbs Shoal","Summer_2010",4,17,11.7,20,19,NA,4,4,4,4,1,4,1,4,1,4,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.6094379124341,1912
"3020","GibbsShoal21",128288,"12828","Open",21,"Gibbs Shoal","Spring_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0,1913
"3021","GibbsShoal21",145576,"14557","Small Mesh",21,"Gibbs Shoal","Fall_2010",9,45.6,19.3,20.2,53.7,49.2,5,2,2,1,0.4,3.6,0.4,4,0.2,1.8,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.30258509299405,1914
"3026","GibbsShoal21",145576,"14557","Small Mesh",21,"Gibbs Shoal","Summer_2010",7,19,23.9,34.6,25.4,13.3,5,4,3,2,0.8,5.6,0.6,4,0.4,2.8,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,1915
"3027","GibbsShoal21",145572,"14557","Small Mesh",21,"Gibbs Shoal","Summer_2010",4,19.7,13,26.1,14.7,NA,4,4,3,3,1,4,0.75,3,0.75,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.6094379124341,1916
"3029","GibbsShoal21",145029,"14502","Roof",21,"Gibbs Shoal","Summer_2010",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,0,1917
"3030","GibbsShoal21",145024,"14502","Roof",21,"Gibbs Shoal","Summer_2010",5,17.6,16.4,17.1,27.3,22.3,5,5,4,3,1,5,0.8,4,0.6,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.79175946922805,1918
"3031","GibbsShoal21",146616,"14661","Control",21,"Gibbs Shoal","Fall_2010",5,46.4,22,20.6,21.7,26.7,5,4,3,0,0.8,4,0.6,3,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,1919
"3032","GibbsShoal21",137871,"13787","Large Mesh",21,"Gibbs Shoal","Fall_2010",4,16.8,34.7,37.6,42.2,NA,4,1,1,1,0.25,1,0.25,1,0.25,1,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,1920
"3033","GibbsShoal21",145028,"14502","Roof",21,"Gibbs Shoal","Summer_2010",3,29.4,18.4,16,NA,NA,3,3,2,2,1,3,0.666666666666667,2,0.666666666666667,2,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1921
"3034","GibbsShoal21",128285,"12828","Open",21,"Gibbs Shoal","Spring_2011",2,42.9,54.3,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,1922
"3035","GibbsShoal21",145575,"14557","Small Mesh",21,"Gibbs Shoal","Summer_2010",7,16.5,26.1,24.3,13.8,19.9,5,5,4,3,1,7,0.8,6,0.6,4.2,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,1923
"3036","GibbsShoal21",145579,"14557","Small Mesh",21,"Gibbs Shoal","Summer_2010",3,27.6,15.6,20,NA,NA,3,3,2,2,1,3,0.666666666666667,2,0.666666666666667,2,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1924
"3037","GibbsShoal21",128284,"12828","Open",21,"Gibbs Shoal","Fall_2010",6,40.6,43.1,28.1,20.4,29.8,5,3,1,0,0.6,3.6,0.2,1,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.94591014905531,1925
"3038","GibbsShoal21",145573,"14557","Small Mesh",21,"Gibbs Shoal","Spring_2011",2,50.4,33.1,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.09861228866811,1926
"3040","GibbsShoal21",137879,"13787","Large Mesh",21,"Gibbs Shoal","Fall_2010",5,12.3,37.5,18.1,29.1,19.6,5,4,3,3,0.8,4,0.6,3,0.6,3,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.79175946922805,1927
"3041","GibbsShoal21",128287,"12828","Open",21,"Gibbs Shoal","Fall_2010",1,28.4,NA,NA,NA,NA,1,1,0,0,1,1,0,0,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,0.693147180559945,1928
"3043","GibbsShoal21",146617,"14661","Control",21,"Gibbs Shoal","Fall_2010",8,9.7,17.8,16.1,9.3,29.7,5,5,4,4,1,8,0.8,6,0.8,6.4,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1929
"3044","GibbsShoal21",137872,"13787","Large Mesh",21,"Gibbs Shoal","Spring_2011",7,24.5,39.5,20.5,48.2,20.8,5,3,3,0,0.6,4.2,0.6,4,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,2.07944154167984,1930
"3045","GibbsShoal21",137873,"13787","Large Mesh",21,"Gibbs Shoal","Spring_2011",5,55.6,64.5,33.8,60.8,19.9,5,1,1,1,0.2,1,0.2,1,0.2,1,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1931
"3046","GibbsShoal21",128284,"12828","Open",21,"Gibbs Shoal","Spring_2011",3,44.8,44.8,37.8,NA,NA,3,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1932
"3047","GibbsShoal21",137877,"13787","Large Mesh",21,"Gibbs Shoal","Spring_2011",1,39,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,0.693147180559945,1933
"3048","GibbsShoal21",145574,"14557","Small Mesh",21,"Gibbs Shoal","Fall_2010",8,21.9,19.8,64.2,55.4,14.7,5,3,3,2,0.6,4.8,0.6,5,0.4,3.2,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1934
"3050","GibbsShoal21",145571,"14557","Small Mesh",21,"Gibbs Shoal","Summer_2010",4,15.4,12.4,29.1,19.2,NA,4,4,3,3,1,4,0.75,3,0.75,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.6094379124341,1935
"3054","GibbsShoal21",128285,"12828","Open",21,"Gibbs Shoal","Fall_2010",4,14.4,52.4,50,39.9,NA,4,1,1,1,0.25,1,0.25,1,0.25,1,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,1936
"3055","GibbsShoal21",128286,"12828","Open",21,"Gibbs Shoal","Summer_2010",3,17.7,16.9,14.4,NA,NA,3,3,3,3,1,3,1,3,1,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1937
"3056","GibbsShoal21",128288,"12828","Open",21,"Gibbs Shoal","Summer_2010",3,14.2,12.8,15.4,NA,NA,3,3,3,3,1,3,1,3,1,3,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1938
"3057","GibbsShoal21",146619,"14661","Control",21,"Gibbs Shoal","Fall_2010",10,16.8,40.1,35.6,23.3,35.5,5,2,2,1,0.4,4,0.4,4,0.2,2,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.39789527279837,1939
"3059","GibbsShoal21",145572,"14557","Small Mesh",21,"Gibbs Shoal","Fall_2010",11,23.7,36,43.1,54.8,14.2,5,2,2,1,0.4,4.4,0.4,4,0.2,2.2,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.484906649788,1940
"3060","GibbsShoal21",137872,"13787","Large Mesh",21,"Gibbs Shoal","Fall_2010",12,17.2,29.4,22.5,33.8,27.9,5,4,2,1,0.8,9.6,0.4,5,0.2,2.4,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.56494935746154,1941
"3061","GibbsShoal21",137873,"13787","Large Mesh",21,"Gibbs Shoal","Fall_2010",8,50.1,28.4,10.9,43.4,50.3,5,2,1,1,0.4,3.2,0.2,2,0.2,1.6,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1942
"3062","GibbsShoal21",137877,"13787","Large Mesh",21,"Gibbs Shoal","Fall_2010",2,16.3,12.8,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,1943
"3063","GibbsShoal21",NA,"14228","Large Mesh",21,"Gibbs Shoal","Fall_2011",4,53.5,45.8,33.7,NA,NA,3,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.6094379124341,1944
"3065","GibbsShoal21",145021,"14502","Roof",21,"Gibbs Shoal","Fall_2011",0,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,0,1945
"3066","GibbsShoal21",128287,"12828","Open",21,"Gibbs Shoal","Summer_2010",2,11.5,14,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.09861228866811,1946
"3067","GibbsShoal21",137877,"13787","Large Mesh",21,"Gibbs Shoal","Summer_2010",3,21.8,14.5,13.9,24.9,14.4,5,5,5,3,1,3,1,3,0.6,1.8,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.38629436111989,1947
"3068","GibbsShoal21",128286,"12828","Open",21,"Gibbs Shoal","Fall_2010",7,18.2,19.7,19.4,16.5,35.6,5,4,4,4,0.8,5.6,0.8,6,0.8,5.6,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1948
"3069","GibbsShoal21",137874,"13787","Large Mesh",21,"Gibbs Shoal","Spring_2011",5,35.3,52.7,70.4,58.4,55.1,5,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1949
"3070","GibbsShoal21",137874,"13787","Large Mesh",21,"Gibbs Shoal","Summer_2010",10,18.9,25.8,26.5,23.5,13.7,5,5,3,2,1,10,0.6,6,0.4,4,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.39789527279837,1950
"3071","GibbsShoal21",137879,"13787","Large Mesh",21,"Gibbs Shoal","Summer_2010",7,8.7,18.3,7.7,15.1,8.3,5,5,5,5,1,7,1,7,1,7,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,1951
"3072","GibbsShoal21",NA,"14228","Large Mesh",21,"Gibbs Shoal","Fall_2011",1,40.1,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,0.693147180559945,1952
"3073","GibbsShoal21",NA,"14228","Large Mesh",21,"Gibbs Shoal","Fall_2011",28,29.4,61.3,36.8,66.7,57.1,5,1,0,0,0.2,5.6,0,0,0,0,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,3.36729582998647,1953
"3074","GibbsShoal21",145574,"14557","Small Mesh",21,"Gibbs Shoal","Spring_2011",5,48.4,59.1,49.2,29.1,54,5,1,0,0,0.2,1,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1954
"3075","GibbsShoal21",145025,"14502","Roof",21,"Gibbs Shoal","Fall_2011",7,26.1,16.9,34,42.7,35.5,5,2,1,1,0.4,2.8,0.2,1,0.2,1.4,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.07944154167984,1955
"3076","GibbsShoal21",NA,"14228","Large Mesh",21,"Gibbs Shoal","Fall_2011",25,35.9,21.4,66.2,68.5,70.4,5,1,1,0,0.2,5,0.2,5,0,0,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,3.25809653802148,1956
"3078","GibbsShoal21",145024,"14502","Roof",21,"Gibbs Shoal","Fall_2010",2,40.2,21.6,NA,NA,NA,2,1,1,0,0.5,1,0.5,1,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,1957
"3079","GibbsShoal21",137873,"13787","Large Mesh",21,"Gibbs Shoal","Summer_2010",9,14.5,23.6,13.1,10.5,10,5,5,5,4,1,9,1,9,0.8,7.2,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.30258509299405,1958
"3080","GibbsShoal21",NA,"14228","Large Mesh",21,"Gibbs Shoal","Fall_2011",16,13.2,19.7,45.2,70.4,63.2,5,2,2,2,0.4,6.4,0.4,6,0.4,6.4,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,2.83321334405622,1959
"3081","GibbsShoal21",137878,"13787","Large Mesh",21,"Gibbs Shoal","Summer_2010",7,15.5,13,17.7,NA,NA,3,3,3,3,1,7,1,7,1,7,"Shell","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,2.07944154167984,1960
"3084","GibbsShoal21",145575,"14557","Small Mesh",21,"Gibbs Shoal","Spring_2011",5,52.4,53,38.9,61.2,67.4,5,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1961
"3085","GibbsShoal21",137871,"13787","Large Mesh",21,"Gibbs Shoal","Spring_2011",3,14,42.2,47.6,NA,NA,3,1,1,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,"Shell","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.38629436111989,1962
"3086","GibbsShoal21",145023,"14502","Roof",21,"Gibbs Shoal","Fall_2010",1,34.9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,0.693147180559945,1963
"3090","GibbsShoal21",145024,"14502","Roof",21,"Gibbs Shoal","Fall_2011",6,45.2,21.6,18.1,34.4,33.7,5,2,2,1,0.4,2.4,0.4,2,0.2,1.2,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.94591014905531,1964
"3092","GibbsShoal21",145021,"14502","Roof",21,"Gibbs Shoal","Fall_2010",8,16.7,48.2,17.4,20,22.2,5,4,4,3,0.8,6.4,0.8,6,0.6,4.8,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1965
"3093","GibbsShoal21",145022,"14502","Roof",21,"Gibbs Shoal","Fall_2011",2,34.5,15.5,NA,NA,NA,2,1,1,1,0.5,1,0.5,1,0.5,1,"Shell","Early","New","Early dep",4,"Medium",19.98,"Low",2.76,1.09861228866811,1966
"3094","GibbsShoal21",145029,"14502","Roof",21,"Gibbs Shoal","Fall_2010",7,21,19.1,22.7,18.2,21.7,5,5,5,2,1,7,1,7,0.4,2.8,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1967
"3095","GibbsShoal21",128288,"12828","Open",21,"Gibbs Shoal","Fall_2010",4,22.7,22.8,22.4,21.8,NA,4,4,4,0,1,4,1,4,0,0,"Shell","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.6094379124341,1968
"3096","GibbsShoal22",142383,"14238","Large Mesh",22,"Gibbs Shoal","Fall_2010",2,18.1,12.3,NA,NA,NA,2,2,2,2,1,2,1,2,1,2,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,1.09861228866811,1969
"3098","GibbsShoal22",142382,"14238","Large Mesh",22,"Gibbs Shoal","Fall_2010",7,40.6,19.1,19.8,15.9,18.5,5,4,4,4,0.8,5.6,0.8,6,0.8,5.6,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.07944154167984,1970
"3099","GibbsShoal22",151724,"15172","Small Mesh",22,"Gibbs Shoal","Summer_2010",5,32.7,19.5,14.1,17.5,9.6,5,4,4,4,0.8,4,0.8,4,0.8,4,"Blank","Early","New","Early dep",1.5,"Medium",19.98,"Low",2.76,1.79175946922805,1971
"3102","GibbsShoal22",140111,"14011","Open",22,"Gibbs Shoal","Spring_2011",5,48.1,59.6,35.1,46.7,33.1,5,0,0,0,0,0,0,0,0,0,"Blank","Early","New","Early dep",3,"Medium",19.98,"Low",2.76,1.79175946922805,1972
"3105","GibbsShoal22",142381,"14238","Large Mesh",22,"Gibbs Shoal","Fall_2010",8,40.7,41.5,20.8,23,34.4,5,2,2,0,0.4,3.2,0.4,3,0,0,"Blank","Early","New","Early dep",2,"Medium",19.98,"Low",2.76,2.19722457733622,1973
