ID,Site ,Gear,Season,Date ,Year,rep,Species,T. Length ,Weight,S. Length (cm),Stomach,Comments
5011,South River,Net,Late Summer,7/20/2010,2010,3,Bluefish,259,155.8,,Y,
5012,South River,Net,Late Summer,7/20/2010,2010,3,Bluefish,239,129.5,,Y,
5013,South River,Net,Late Summer,7/20/2010,2010,3,Bluefish,241,126.3,,Y,
5014,South River,Net,Late Summer,7/20/2010,2010,3,Pinfish,161,62.7,,Y,
5015,South River,Net,Late Summer,7/20/2010,2010,3,Pinfish,162,63.8,,Y,
5016,South River,Net,Late Summer,7/20/2010,2010,3,Spot,160,54.5,,Y,
5017,South River,Net,Late Summer,7/20/2010,2010,1,Bluefish,250,143.2,,Y,
5018,South River,Net,Late Summer,7/20/2010,2010,1,Bluefish,255,146.2,,Y,
,South River,Net,Late Summer,7/20/2010,2010,1,Threadfin herring,200,76.3,,N,
5019,South River,Net,Late Summer,7/20/2010,2010,1,Croaker,221,132.7,,Y,
5020,South River,Net,Late Summer,7/20/2010,2010,1,Pinfish,99,12,,Y,
1625,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,231,121.5,,Y,
1626,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,245,138.8,,Y,
1627,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,220,107,,Y,
1628,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,221,105.1,,Y,
1629,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,268,195.7,,Y,
1630,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,223,111.9,,Y,
1631,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,225,108.9,,Y,
1632,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Bluefish,228,133,,Y,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,198,75.3,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,205,74.3,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,185,67.7,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,175,54.9,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,156,41.8,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,183,55.9,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,175,55.3,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Atlantic Menhaden,187,65.3,,N,
1633,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Croaker,202,87.1,,Y,
1634,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Croaker,186,72.3,,Y,
1635,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Croaker,185,73.7,,Y,
1636,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Pinfish,160,57.4,,Y,
1637,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Pinfish,165,62.8,,Y,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Stripped mullet,251,151.8,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Stripped mullet,236,150.5,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Stripped mullet,233,149.3,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Stripped mullet,220,125.5,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,3,Stripped mullet,234,133.7,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Atlantic Menhaden,197,81.2,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Atlantic Menhaden,180,61.7,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Atlantic Menhaden,181,56.7,,N,
1638,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Pinfish,154,53.6,,Y,
1639,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Pinfish,172,62,,Y,
1640,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Pinfish,170,62.3,,Y,
1641,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Pinfish,166,75.5,,Y,
1642,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Pinfish,175,66.4,,Y,
1643,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Spot,158,54.7,,Y,
1644,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Croaker,182,64.7,,Y,
1645,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Croaker,190,76.6,,Y,
,Middle Bay,Net,Late Summer,7/21/2010,2010,2,Stripped mullet,227,126,,Y,
,Middle Bay,Net,Late Summer,7/21/2010,2010,1,Atlantic Menhaden,195,71.8,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,1,Atlantic Menhaden,174,55.4,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,1,Atlantic Menhaden,190,57.1,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,1,Atlantic Menhaden,185,64,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,1,Atlantic Menhaden,180,53.6,,N,
,Middle Bay,Net,Late Summer,7/21/2010,2010,1,Blue_crab,80,6,,N,
1646,Ocracoke,Net,Late Summer,7/28/2010,2010,3,Croaker,225,88.9,,Y,
1647,Ocracoke,Net,Late Summer,7/28/2010,2010,3,Croaker,195,9.1,,Y,
1648,Ocracoke,Net,Late Summer,7/28/2010,2010,3,Croaker,280,274,,Y,
,Clam Shoal,Net,Late Summer,7/29/2010,2010,1,,,,,,
,Clam Shoal,Net,Late Summer,7/29/2010,2010,2,,,,,,
,Clam Shoal,Net,Late Summer,7/29/2010,2010,3,,,,,,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Threadfin herring,168,47.9,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Threadfin herring,166,46,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,174,169,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,142,130.5,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,147,117.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,147,102.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,160,130.5,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,166,148.5,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,155,128.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,165,145.2,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,173,175,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,167,162,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,146,108.9,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,149,119,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,141,96.6,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,155,138.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,1,Spadefish,163,141,,N,
1651,Ocracoke,Net,Late Summer,2/28/2010,2010,2,Bluefish,258,167.3,,Y,
,Ocracoke,Net,Late Summer,2/28/2010,2010,2,Threadfin herring,197,77.2,,N,
1652,Ocracoke,Net,Late Summer,2/28/2010,2010,2,Croaker,305,290.2,,Y,
1653,Ocracoke,Net,Late Summer,2/28/2010,2010,2,Croaker,239,147.2,,Y,
1654,Ocracoke,Net,Late Summer,2/28/2010,2010,2,Croaker,245,169.2,,Y,
1655,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Speckled trout,330,321.5,,Y,
1656,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Speckled trout,257,167.6,,Y,
1657,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Speckled trout,248,143.5,,Y,
1658,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spanish mackeral,431,406.1,,Y,
1659,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spanish mackeral,409,334,,Y,
1660,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Kingfish,235,135.5,,Y,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,203,167.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,200,168,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,182,143,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,178,116,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,190,158.5,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,175,107.9,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,harvestfish,171,121.3,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spadefish,164,154.2,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spadefish,138,110.9,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spadefish,165,160.7,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spadefish,172,171.2,,N,
1662,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,203,92.1,,Y,
1663,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,191,82,,Y,
1664,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,174,51.6,,Y,
1665,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,175,56.4,,Y,
1666,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,188,72.2,,Y,
1667,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,176,55.7,,Y,
1668,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,165,51.6,,Y,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Croaker,99,8.8,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,86,7,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,91,8.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,96,8.5,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,89,9.3,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,93,7.9,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,90,8.5,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,90,8.4,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,105,9.8,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Spot,85,6.9,,N,
1669,Crab Hole,Net,Late Summer,7/27/2010,2010,3,Sharpnose Shark,405,224.2,,Y,
1670,Ocracoke,Net,Late Summer,7/28/2010,2010,1,Leatherjacket,245,105.2,,Y,
1671,Ocracoke,Net,Late Summer,7/28/2010,2010,1,Leatherjacket,244,88.5,,Y,
,Ocracoke,Net,Late Summer,7/28/2010,2010,1,Spadefish,140,93.1,,N,
,Crab Hole,Net,Late Summer,7/27/2010,2010,2,Threadfin herring,195,74.1,,Y,
1672,Crab Hole,Net,Late Summer,7/27/2010,2010,2,Needle Fish,980,1393,,Y,
,Crab Hole,Net,Late Summer,7/27/2010,2010,2,Cownose ray,516,1908.6,,N,
1673,West Bluff,Net,Late Summer,8/2/2010,2010,1,Croaker,286,266.9,,Y,
1674,West Bluff,Net,Late Summer,8/2/2010,2010,1,Bluefish,324,336.3,,Y,
1675,West Bluff,Net,Late Summer,8/2/2010,2010,1,Bluefish,259,159.6,,Y,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Threadfin herring,193,67,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Threadfin herring,184,67.9,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Threadfin herring,177,54,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Threadfin herring,186,65,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Threadfin herring,203,81,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Threadfin herring,191,64.6,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Croaker,109,11.9,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Croaker,99,8,,N,
,West Bluff,Net,Late Summer,8/2/2010,2010,1,Spot,95,11.7,,N,
1676,West Bluff,Net,Late Summer,8/2/2010,2010,3,Speckled trout,341,349,,Y,
1677,West Bluff,Net,Late Summer,8/2/2010,2010,3,Croaker,196,84,,Y,
1678,West Bluff,Net,Late Summer,8/2/2010,2010,3,Croaker,210,107,,Y,
1679,West Bluff,Net,Late Summer,8/2/2010,2010,3,Croaker,215,116.4,,Y,
1680,West Bluff,Net,Late Summer,8/2/2010,2010,3,Croaker,310,385.6,,Y,
1681,West Bluff,Net,Late Summer,8/2/2010,2010,3,Croaker,304,308,,Y,
1682,West Bluff,Net,Late Summer,8/2/2010,2010,3,Spot,177,78.1,,Y,
1683,West Bluff,Net,Late Summer,8/2/2010,2010,3,Spot,176,83.7,,Y,
1684,West Bluff,Net,Late Summer,8/2/2010,2010,3,Bluefish,259,193.3,,Y,
1685,West Bluff,Net,Late Summer,8/2/2010,2010,2,Southern flounder,292,281.8,,Y,
1686,West Bluff,Net,Late Summer,8/2/2010,2010,2,Croaker,211,108.5,,Y,
1687,West Bluff,Net,Late Summer,8/2/2010,2010,2,Spot,160,53.6,,Y,
1688,West Bluff,Net,Late Summer,8/2/2010,2010,2,Bluefish,252,146.5,,Y,
1689,West Bluff,Net,Late Summer,8/2/2010,2010,2,Bluefish,251,153.6,,Y,
1690,West Bluff,Net,Late Summer,8/2/2010,2010,2,Bluefish,236,134.8,,Y,
1691,West Bluff,Net,Late Summer,8/2/2010,2010,2,Bluefish,232,120,,Y,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Atlantic Menhaden,189,16.1,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Atlantic Menhaden,172,43.3,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Atlantic Menhaden,186,55.2,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Spot,152,42.9,,N,
11668,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Kingfish,226,106.5,,Y,
11669,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Bluefish,220,106,,Y,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Blue_crab,98,60.6,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Blue_crab,120,107.9,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,2,Croaker,185,,,N,head only
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,3,harvestfish,180,105.5,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,3,Threadfin herring,180,58.2,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,3,Atlantic Menhaden,186,64.1,,N,
11670,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Croaker,176,57.1,,Y,
11671,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Bluefish,258,161.5,,Y,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Spot,147,31.1,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Spot,147,35.3,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Atlantic Menhaden,182,49.2,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Atlantic Menhaden,222,114.3,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Atlantic Menhaden,197,70.3,,N,
,Gibbs Shoal,Net,Late Summer,8/7/2010,2010,1,Southern Flounder,110,1.7,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Atlantic Menhaden,206,69.7,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Atlantic Menhaden,222,95.2,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Atlantic Menhaden,218,90.7,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Atlantic Menhaden,201,74.7,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Atlantic Menhaden,203,69.6,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Threadfin herring,96,8.4,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,3,Threadfin herring,107,11.5,,N,
11672,Middle Bay,Net,Fall,9/13/2010,2010,1,Speckled trout,264,184.2,,Y,
11673,Middle Bay,Net,Fall,9/13/2010,2010,1,Speckled trout,276,187.6,,Y,
11674,Middle Bay,Net,Fall,9/13/2010,2010,1,Bluefish,236,110.2,,Y,
11675,Middle Bay,Net,Fall,9/13/2010,2010,1,Bluefish,327,258.3,,Y,
11676,Middle Bay,Net,Fall,9/13/2010,2010,1,Bluefish,276,208,,Y,
11677,Middle Bay,Net,Fall,9/13/2010,2010,1,Bluefish,331,244.7,,Y,
11678,Middle Bay,Net,Fall,9/13/2010,2010,1,Bluefish,244,159,,Y,
11679,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,180,78.4,,Y,
11680,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,183,84.1,,Y,
11681,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,182,73.9,,Y,
11682,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,185,79.9,,Y,
11683,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,178,77.7,,Y,
11684,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,178,78.5,,Y,
11685,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,186,75.2,,Y,
11686,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,181,82.5,,Y,
11687,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,177,73.6,,Y,
11688,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,175,72.5,,Y,
11689,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,180,73.8,,Y,
11690,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,182,77,,Y,
11691,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,166,65.8,,Y,
11692,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,193,96.4,,Y,
11693,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,175,71.7,,Y,
1694,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,176,74.2,,Y,
1695,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,201,90,,Y,
1696,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,170,63.4,,Y,
1697,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,182,85.2,,Y,
1698,Middle Bay,Net,Fall,9/13/2010,2010,1,Croaker,178,76.7,,Y,
,Middle Bay,Net,Fall,9/13/2010,2010,1,Atlantic Menhaden,174,54.2,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,1,Atlantic Menhaden,173,47.1,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,1,Threadfin herring,196,74.6,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,1,Threadfin herring,105,111.3,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,1,Threadfin herring,95,8.3,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,1,Spot,93,6.8,,N,
,Middle Bay,Net,Fall,9/13/2010,2010,2,Atlantic Menhaden,84,5.5,,N,
1699,Crab Hole,Net,Fall,9/14/2010,2010,2,Bluefish,286,400,,Y,
1700,Crab Hole,Net,Fall,9/14/2010,2010,1,Bluefish,306,350,,Y,
1701,Crab Hole,Net,Fall,9/14/2010,2010,1,Speckled trout,342,400,,Y,
1702,Crab Hole,Net,Fall,9/14/2010,2010,1,Black_seabass,294,242,,Y,
1703,Crab Hole,Net,Fall,9/14/2010,2010,1,Pigfish,181,95.3,,Y,
,Crab Hole,Net,Fall,9/14/2010,2010,3,Silver Perch,184,46.9,,N,
,Crab Hole,Net,Fall,9/14/2010,2010,3,Silver Perch,89,8.1,,N,
,Crab Hole,Net,Fall,9/14/2010,2010,3,Threadfin herring,93,9.1,,N,
,Crab Hole,Net,Fall,9/14/2010,2010,3,Blue_crab,113,116.4,,N,
1710,Ocracoke,Net,Fall,9/15/2010,2010,2,Black_seabass,184,90,,Y,
1711,Ocracoke,Net,Fall,9/15/2010,2010,2,Black_seabass,177,84,,Y,
,Ocracoke,Net,Fall,9/15/2010,2010,1,,,,,,
,Ocracoke,Net,Fall,9/15/2010,2010,3,,,,,,
2000,West Bluff,Net,Fall,9/20/2010,2010,2,Silver Perch,171,72,,Y,
,West Bluff,Net,Fall,9/20/2010,2010,2,Silver Perch,105,12,,N,
,West Bluff,Net,Fall,9/20/2010,2010,2,Silver Perch,92,10,,N,
2001,West Bluff,Net,Fall,9/20/2010,2010,3,harvestfish,214,214,,Y,
,West Bluff,Net,Fall,9/20/2010,2010,3,Threadfin herring,117,16,,N,
,West Bluff,Net,Fall,9/20/2010,2010,3,Threadfin herring,114,14,,N,
,West Bluff,Net,Fall,9/20/2010,2010,3,Threadfin herring,104,12,,N,
,West Bluff,Net,Fall,9/20/2010,2010,3,Threadfin herring,113,14,,N,
2002,West Bluff,Net,Fall,9/20/2010,2010,1,Spadefish,266,636,,Y,
2003,West Bluff,Net,Fall,9/20/2010,2010,1,Bluefish,287,224,,Y,
2004,West Bluff,Net,Fall,9/20/2010,2010,1,Silver Perch,177,66,,Y,
2005,West Bluff,Net,Fall,9/20/2010,2010,1,Silver Perch,177,70,,Y,
2006,West Bluff,Net,Fall,9/20/2010,2010,1,Silver Perch,142,42,,Y,
2011,South River,Net,Fall,9/21/2010,2010,1,Bluefish,253,136,,Y,
2012,South River,Net,Fall,9/21/2010,2010,1,Pinfish,175,72,,Y,
2013,South River,Net,Fall,9/21/2010,2010,1,Pinfish,184,78,,Y,
2014,South River,Net,Fall,9/21/2010,2010,1,Pinfish,167,66,,Y,
2015,South River,Net,Fall,9/21/2010,2010,2,Black drum,437,1474,,Y,
,South River,Net,Fall,9/21/2010,2010,2,Spadefish,75,14,,N,
,South River,Net,Fall,9/21/2010,2010,2,Spadefish,75,14,,N,
,South River,Net,Fall,9/21/2010,2010,2,Pigfish,147,40,,N,
,South River,Net,Fall,9/21/2010,2010,3,,,,,N,
2016,Clam Shoal,Spear,Fall,10/8/2010,2010,,Sheepshead,155,902,,Y,
2017,Clam Shoal,Spear,Fall,10/8/2010,2010,,Sheepshead,380,982,,Y,
2018,Clam Shoal,Spear,Fall,10/8/2010,2010,,Sheepshead,400,1258,,Y,
2019,Clam Shoal,Spear,Fall,10/8/2010,2010,,Sheepshead,409,1204,,Y,
2020,Clam Shoal,Spear,Fall,10/8/2010,2010,,Sheepshead,355,872,,Y,
2021,Clam Shoal,Spear,Fall,10/8/2010,2010,,Sheepshead,443,1656,,Y,
2022,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Blue_crab,174,250,,Y,
2023,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Blue_crab,151,146,,Y,
2024,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Pigfish,165,66,,Y,
2025,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Croaker,157,50,,Y,
2026,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Croaker,191,74,,Y,
2027,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Croaker,185,68,,Y,
2028,Gibbs Shoal,Net,Fall,10/6/2010,2010,3,Croaker,159,56,,Y,
,Clam Shoal,Net,Fall,10/6/2010,2010,1,Pigfish,160,60,,N,
,Clam Shoal,Net,Fall,10/8/2010,2010,3,,,,,,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,1,Spadefish,114,74,,N,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,1,Stripped anchovy,119,16,,N,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,1,Black_seabass,136,52,,N,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,1,Atlantic Menhaden,174,50,,N,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,1,Atlantic Menhaden,170,48,,N,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,1,Atlantic Menhaden,173,52,,N,
,Gibbs Shoal,Net,Fall,10/6/2010,2010,2,,,,,,
2029,Clam Shoal,Net,Fall,10/8/2010,2010,2,Cownose ray,486,1994,,Y,
3001,Crab Hole,Net,Spring,5/27/2011,2011,1,Sheepshead,360,100,,y,
3002,Crab Hole,Net,Spring,5/27/2011,2011,1,Croaker,275,270,,y,
,Crab Hole,Net,Spring,5/27/2011,2011,2,harvestfish,145,68,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,2,Threadfin herring,202,76,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,2,Pinfish,144,50,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,2,Blue_crab,73,32,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,2,Blue_crab,108,8,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,2,Blue_crab,79,14,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,195,70,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,198,58,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,219,80,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,215,82,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,187,60,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,198,66,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,191,64,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,3,Threadfin herring,211,8,,N,
3004,Clam Shoal,Net,Spring,5/26/2011,2011,1,Sheepshead,284,388,,Y,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,191,58,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,218,96,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,203,74,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,194,62,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,195,66,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,197,70,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,200,73,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,206,76,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,186,50,,N,
,Clam Shoal,Net,Spring,5/26/2011,2011,1,Threadfin herring,197,66,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Threadfin herring,170,42,,N,
3005,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Croaker,190,74,,Y,
3006,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Croaker,175,62,,Y,
3007,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,166,60,,Y,
3008,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,159,54,,Y,
3009,Gibbs Shoal,Net,Spring,6/14/2010,2010,2,Spot,152,52,,Y,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Threadfin herring,181,68,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Threadfin herring,200,64,,N,
,Gibbs Shoal,Net,Spring,6/14/2010,2010,1,Threadfin herring,192,62,,N,
